name,creation_time,search_time,gran,max_x,max_y,num_queries,num_objects,sr_rate
places,22830041678,53709186107,512,512.0,512.0,1000000,100000,0.01
places,22042688319,50286898357,512,512.0,512.0,1000000,100000,0.01
places,21048783620,48278778747,512,512.0,512.0,1000000,100000,0.01
places,65505055141,57348331760,512,512.0,512.0,2500000,100000,0.01
places,60642000000,55080000000,512,512.0,512.0,2500000,100000,0.01
places,61777000000,55944000000,512,512.0,512.0,2500000,100000,0.01
places,147377000000,92319000000,512,512.0,512.0,5000000,100000,0.01
places,139976000000,90695000000,512,512.0,512.0,5000000,100000,0.01
places,144934000000,95033000000,512,512.0,512.0,5000000,100000,0.01
